,ID,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,GENDERIndex,GENDERclassVec,STATUSIndex,STATUSclassVec,HOMEOWNERIndex,HOMEOWNERclassVec,features,rawPrediction,probability,prediction,predictedLabel
158,505,F,S,0,40120,N,24,27002,154,13501,1350,38,2,7,1350,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,505.0,0.0,40120.0,24.0,27002.0,154.0,13501.0,1350.0,38.0,2.0,7.0,1350.0]","[3.1381029920819863,15.658535167661341,1.2033618402566708]","[0.15690514960409932,0.782926758383067,0.06016809201283354]",1.0,Low
159,511,F,M,2,90271,N,45,13961,96,6980,698,24,4,7,698,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,511.0,2.0,90271.0,45.0,13961.0,96.0,6980.0,698.0,24.0,4.0,7.0,698.0]","[2.4357947859112734,17.18976863533522,0.3744365787535079]","[0.12178973929556366,0.859488431766761,0.018721828937675395]",1.0,Low
160,513,F,M,2,98217,N,45,29492,13,14746,1474,3,1,8,1474,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,513.0,2.0,98217.0,45.0,29492.0,13.0,14746.0,1474.0,3.0,1.0,8.0,1474.0]","[1.4420494797725427,17.593013822980673,0.9649366972467877]","[0.07210247398862712,0.8796506911490335,0.048246834862339376]",1.0,Low
161,527,F,M,0,59008,Y,30,12861,18,6430,643,4,4,10,643,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,527.0,0.0,59008.0,30.0,12861.0,18.0,6430.0,643.0,4.0,4.0,10.0,643.0]","[2.666303661831459,16.74285488395679,0.5908414542117474]","[0.13331518309157295,0.8371427441978396,0.02954207271058737]",1.0,Low
162,533,F,S,0,433,N,61,3300,40,825,82,6,1,16,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,533.0,0.0,433.0,61.0,3300.0,40.0,825.0,82.0,6.0,1.0,16.0,0.0]","[16.123072032235257,0.0,3.8769279677647437]","[0.8061536016117629,0.0,0.1938463983882372]",0.0,High
163,544,M,S,2,72084,N,56,29112,9,14556,1455,2,5,5,1455,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,544.0,2.0,72084.0,56.0,29112.0,9.0,14556.0,1455.0,2.0,5.0,5.0,1455.0]","[1.1208921014479993,18.22500642296919,0.6541014755828114]","[0.05604460507239996,0.9112503211484594,0.032705073779140566]",1.0,Low
164,548,M,M,1,71472,N,42,16021,114,8010,801,28,5,8,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,548.0,1.0,71472.0,42.0,16021.0,114.0,8010.0,801.0,28.0,5.0,8.0,0.0]","[17.008075798022702,1.48657043215312,1.5053537698241746]","[0.8504037899011353,0.074328521607656,0.07526768849120874]",0.0,High
165,551,M,S,0,90321,N,55,870,11,217,21,1,5,13,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,551.0,0.0,90321.0,55.0,870.0,11.0,217.0,21.0,1.0,5.0,13.0,0.0]","[6.144881852384202,0.0,13.855118147615798]","[0.3072440926192101,0.0,0.6927559073807898]",2.0,Medium
166,554,M,M,1,28313,N,21,6890,6,1722,172,0,1,12,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,554.0,1.0,28313.0,21.0,6890.0,6.0,1722.0,172.0,0.0,1.0,12.0,0.0]","[4.569456148119039,0.00980392156862745,15.420739930312335]","[0.22847280740595197,0.0004901960784313725,0.7710369965156167]",2.0,Medium
167,556,M,M,2,29616,N,49,29782,45,14891,1489,11,4,8,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,556.0,2.0,29616.0,49.0,29782.0,45.0,14891.0,1489.0,11.0,4.0,8.0,0.0]","[16.320056754364117,2.158084674256067,1.5218585713798145]","[0.8160028377182058,0.10790423371280336,0.07609292856899072]",0.0,High
168,559,F,M,2,52004,N,25,5030,23,1257,125,3,2,20,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,559.0,2.0,52004.0,25.0,5030.0,23.0,1257.0,125.0,3.0,2.0,20.0,0.0]","[16.23206519276814,0.0,3.767934807231858]","[0.8116032596384071,0.0,0.18839674036159293]",0.0,High
169,563,M,S,1,57626,Y,44,9380,38,2345,234,5,5,18,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,563.0,1.0,57626.0,44.0,9380.0,38.0,2345.0,234.0,5.0,5.0,18.0,0.0]","[16.193918188747354,0.0,3.8060818112526484]","[0.8096959094373676,0.0,0.1903040905626324]",0.0,High
170,565,F,M,2,47902,N,26,17441,49,8720,872,12,2,6,872,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,565.0,2.0,47902.0,26.0,17441.0,49.0,8720.0,872.0,12.0,2.0,6.0,872.0]","[2.0947281815266168,17.492420195984923,0.4128516224884603]","[0.10473640907633083,0.8746210097992462,0.020642581124423014]",1.0,Low
171,572,F,M,2,5237,N,49,13321,56,6660,666,14,2,8,666,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,572.0,2.0,5237.0,49.0,13321.0,56.0,6660.0,666.0,14.0,2.0,8.0,666.0]","[2.566779012357393,17.105340290858937,0.32788069678366816]","[0.12833895061786965,0.8552670145429468,0.01639403483918341]",1.0,Low
172,573,M,S,2,89459,N,53,11541,22,5770,577,5,1,10,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,573.0,2.0,89459.0,53.0,11541.0,22.0,5770.0,577.0,5.0,1.0,10.0,0.0]","[15.39649291684109,2.0486963970553074,2.5548106861036026]","[0.7698246458420543,0.10243481985276535,0.12774053430518012]",0.0,High
173,578,F,M,2,84166,N,54,3280,11,820,82,1,1,16,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,578.0,2.0,84166.0,54.0,3280.0,11.0,820.0,82.0,1.0,1.0,16.0,0.0]","[14.443855974118852,0.0,5.556144025881147]","[0.7221927987059427,0.0,0.27780720129405734]",0.0,High
174,579,F,S,0,45612,N,14,12531,311,6265,626,77,2,9,626,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,579.0,0.0,45612.0,14.0,12531.0,311.0,6265.0,626.0,77.0,2.0,9.0,626.0]","[2.2275273585950477,17.289760735039078,0.4827119063658746]","[0.11137636792975239,0.8644880367519538,0.024135595318293727]",1.0,Low
175,580,F,S,1,7737,N,43,11051,50,5525,552,12,5,5,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,580.0,1.0,7737.0,43.0,11051.0,50.0,5525.0,552.0,12.0,5.0,5.0,0.0]","[15.040243068472817,2.3166456740913723,2.6431112574358093]","[0.752012153423641,0.11583228370456863,0.13215556287179048]",0.0,High
176,581,M,S,2,120000,N,42,21372,293,10686,1068,73,5,5,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,581.0,2.0,120000.0,42.0,21372.0,293.0,10686.0,1068.0,73.0,5.0,5.0,0.0]","[16.773258033165362,2.3405805476827,0.8861614191519381]","[0.8386629016582681,0.11702902738413501,0.04430807095759691]",0.0,High
177,582,F,M,2,45287,Y,29,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","(16,[0,1,4,5,6,7],[1.0,1.0,582.0,2.0,45287.0,29.0])","[20.0,0.0,0.0]","[1.0,0.0,0.0]",0.0,High
178,583,F,M,2,59613,N,34,12371,163,6185,618,40,1,7,618,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,583.0,2.0,59613.0,34.0,12371.0,163.0,6185.0,618.0,40.0,1.0,7.0,618.0]","[1.6162213941963,18.00758070140625,0.37619790439745027]","[0.080811069709815,0.9003790350703126,0.018809895219872513]",1.0,Low
179,585,F,S,2,9559,N,51,18311,59,9155,915,14,4,8,915,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,585.0,2.0,9559.0,51.0,18311.0,59.0,9155.0,915.0,14.0,4.0,8.0,915.0]","[2.4091305967534717,17.258026992123504,0.3328424111230226]","[0.1204565298376736,0.8629013496061754,0.016642120556151132]",1.0,Low
180,586,F,M,2,42031,N,51,20452,39,10226,1022,9,3,7,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,586.0,2.0,42031.0,51.0,20452.0,39.0,10226.0,1022.0,9.0,3.0,7.0,0.0]","[16.680195654862995,2.5230011042506844,0.7968032408863165]","[0.83400978274315,0.12615005521253425,0.039840162044315834]",0.0,High
181,587,F,M,2,83284,Y,28,26912,9,13456,1345,2,1,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,587.0,2.0,83284.0,28.0,26912.0,9.0,13456.0,1345.0,2.0,1.0,9.0,0.0]","[16.227669389390414,2.286154446531805,1.4861761640777793]","[0.8113834694695208,0.11430772232659027,0.07430880820388898]",0.0,High
182,588,M,M,1,39229,N,26,28822,13,14411,1441,3,1,7,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,588.0,1.0,39229.0,26.0,28822.0,13.0,14411.0,1441.0,3.0,1.0,7.0,0.0]","[16.3051706100394,1.3206434831667644,2.3741859067938336]","[0.8152585305019701,0.06603217415833822,0.11870929533969168]",0.0,High
183,595,F,M,0,32703,Y,65,16801,56,8400,840,14,4,6,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,595.0,0.0,32703.0,65.0,16801.0,56.0,8400.0,840.0,14.0,4.0,6.0,0.0]","[12.755295816172339,4.957955754073658,2.2867484297540037]","[0.6377647908086169,0.2478977877036829,0.11433742148770018]",0.0,High
184,596,F,M,2,8204,N,53,15591,24,7795,779,6,2,7,779,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,596.0,2.0,8204.0,53.0,15591.0,24.0,7795.0,779.0,6.0,2.0,7.0,779.0]","[2.217263530465513,17.47874832005421,0.30398814948027925]","[0.11086317652327564,0.8739374160027105,0.015199407474013962]",1.0,Low
185,598,F,M,0,80405,N,60,2910,17,727,72,2,2,16,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,598.0,0.0,80405.0,60.0,2910.0,17.0,727.0,72.0,2.0,2.0,16.0,0.0]","[14.151633348385229,0.0,5.848366651614769]","[0.7075816674192615,0.0,0.2924183325807385]",0.0,High
186,602,F,S,0,25285,N,54,9370,11,2342,234,1,2,19,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,602.0,0.0,25285.0,54.0,9370.0,11.0,2342.0,234.0,1.0,2.0,19.0,0.0]","[16.412212901281194,0.0,3.5877870987188056]","[0.8206106450640597,0.0,0.17938935493594027]",0.0,High
187,603,F,M,2,77551,Y,34,20532,41,10266,1026,10,5,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,603.0,2.0,77551.0,34.0,20532.0,41.0,10266.0,1026.0,10.0,5.0,9.0,0.0]","[17.0815310766089,1.7376258782550058,1.180843045136093]","[0.854076553830445,0.08688129391275029,0.05904215225680465]",0.0,High
188,607,F,S,1,13109,N,63,22382,40,11191,1119,10,1,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,607.0,1.0,13109.0,63.0,22382.0,40.0,11191.0,1119.0,10.0,1.0,7.0,0.0]","[16.460016762255453,2.030508577743399,1.509474660001145]","[0.8230008381127727,0.10152542888716995,0.07547373300005725]",0.0,High
189,608,M,S,1,92647,N,56,16041,10,8020,802,2,2,6,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,608.0,1.0,92647.0,56.0,16041.0,10.0,8020.0,802.0,2.0,2.0,6.0,0.0]","[15.775803032014846,2.905559462615254,1.318637505369899]","[0.7887901516007423,0.14527797313076268,0.06593187526849495]",0.0,High
190,611,F,S,2,28787,N,42,27972,58,13986,1398,14,2,6,1398,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,611.0,2.0,28787.0,42.0,27972.0,58.0,13986.0,1398.0,14.0,2.0,6.0,1398.0]","[2.6587428472626025,16.649399898934174,0.6918572538032223]","[0.13293714236313015,0.8324699949467088,0.03459286269016112]",1.0,Low
191,614,F,M,1,20550,Y,22,27722,57,13861,1386,14,5,5,1386,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,614.0,1.0,20550.0,22.0,27722.0,57.0,13861.0,1386.0,14.0,5.0,5.0,1386.0]","[1.2856863702979973,17.18753183827234,1.526781791429661]","[0.06428431851489987,0.8593765919136169,0.07633908957148305]",1.0,Low
192,616,F,S,2,19131,N,56,22152,34,11076,1107,8,2,8,1107,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,616.0,2.0,19131.0,56.0,22152.0,34.0,11076.0,1107.0,8.0,2.0,8.0,1107.0]","[2.361469884700122,17.244168994136825,0.3943611211630514]","[0.11807349423500613,0.8622084497068414,0.019718056058152574]",1.0,Low
193,620,M,M,0,47870,Y,27,2000,12,500,50,1,2,15,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,620.0,0.0,47870.0,27.0,2000.0,12.0,500.0,50.0,1.0,2.0,15.0,0.0]","[10.879953250558643,0.0,9.120046749441356]","[0.5439976625279321,0.0,0.45600233747206775]",0.0,High
194,622,F,S,0,7325,N,37,28522,161,14261,1426,40,3,5,1426,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,622.0,0.0,7325.0,37.0,28522.0,161.0,14261.0,1426.0,40.0,3.0,5.0,1426.0]","[2.5219298446467464,16.40124335755506,1.0768267977981927]","[0.12609649223233732,0.820062167877753,0.053841339889909634]",1.0,Low
195,627,M,M,2,1406,Y,19,11551,15,5775,577,3,4,9,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,627.0,2.0,1406.0,19.0,11551.0,15.0,5775.0,577.0,3.0,4.0,9.0,0.0]","[16.558911953642646,2.312494209430985,1.1285938369263675]","[0.8279455976821325,0.11562471047154928,0.05642969184631839]",0.0,High
196,628,F,S,0,73228,N,46,22472,28,11236,1123,7,4,5,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,628.0,0.0,73228.0,46.0,22472.0,28.0,11236.0,1123.0,7.0,4.0,5.0,0.0]","[13.65250555259609,4.7354511307107146,1.6120433166931958]","[0.6826252776298045,0.23677255653553572,0.08060216583465979]",0.0,High
197,630,M,M,1,64792,N,52,13051,36,6525,652,9,2,8,652,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,630.0,1.0,64792.0,52.0,13051.0,36.0,6525.0,652.0,9.0,2.0,8.0,652.0]","[2.566779012357393,17.105340290858937,0.32788069678366816]","[0.12833895061786965,0.8552670145429468,0.01639403483918341]",1.0,Low
198,633,M,M,2,49910,Y,52,27422,23,13711,1371,5,5,8,1371,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,633.0,2.0,49910.0,52.0,27422.0,23.0,13711.0,1371.0,5.0,5.0,8.0,1371.0]","[1.8435364686201263,17.65636881231053,0.5000947190693478]","[0.0921768234310063,0.8828184406155263,0.025004735953467385]",1.0,Low
199,634,M,M,1,76161,Y,45,11961,25,5980,598,6,2,9,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,634.0,1.0,76161.0,45.0,11961.0,25.0,5980.0,598.0,6.0,2.0,9.0,0.0]","[15.108037156776724,2.6025997427802148,2.2893631004430604]","[0.7554018578388362,0.13012998713901075,0.11446815502215302]",0.0,High
200,637,M,M,2,57360,Y,53,10361,57,5180,518,14,1,6,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,637.0,2.0,57360.0,53.0,10361.0,57.0,5180.0,518.0,14.0,1.0,6.0,0.0]","[16.367442264665755,2.405508577743399,1.2270491575908495]","[0.8183721132332877,0.12027542888716995,0.06135245787954248]",0.0,High
201,639,M,M,0,60102,N,42,9840,62,2460,246,9,4,15,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,639.0,0.0,60102.0,42.0,9840.0,62.0,2460.0,246.0,9.0,4.0,15.0,0.0]","[13.191796745234262,0.0,6.80820325476574]","[0.659589837261713,0.0,0.340410162738287]",0.0,High
202,640,F,M,2,17888,N,53,29412,332,14706,1470,83,1,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,640.0,2.0,17888.0,53.0,29412.0,332.0,14706.0,1470.0,83.0,1.0,8.0,0.0]","[17.402322766780003,1.3646808150862635,1.2329964181337332]","[0.8701161383390001,0.06823404075431318,0.06164982090668666]",0.0,High
203,641,F,S,1,12526,N,54,11721,28,5860,586,7,4,7,586,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,641.0,1.0,12526.0,54.0,11721.0,28.0,5860.0,586.0,7.0,4.0,7.0,586.0]","[1.7895503899424978,17.88758388863269,0.3228657214248117]","[0.08947751949712489,0.8943791944316345,0.016143286071240583]",1.0,Low
204,642,F,S,2,14578,Y,61,11911,95,5955,595,23,3,5,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,642.0,2.0,14578.0,61.0,11911.0,95.0,5955.0,595.0,23.0,3.0,5.0,0.0]","[15.523132881391227,3.2836854750863975,1.1931816435223785]","[0.7761566440695612,0.16418427375431985,0.05965908217611891]",0.0,High
205,643,M,M,0,78572,Y,42,21812,29,10906,1090,7,4,7,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,643.0,0.0,78572.0,42.0,21812.0,29.0,10906.0,1090.0,7.0,4.0,7.0,0.0]","[14.78408192824924,3.760603783157811,1.455314288592949]","[0.739204096412462,0.18803018915789055,0.07276571442964745]",0.0,High
206,644,M,M,1,3933,N,18,9750,47,2437,243,7,5,10,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,644.0,1.0,3933.0,18.0,9750.0,47.0,2437.0,243.0,7.0,5.0,10.0,0.0]","[2.9789114806706274,0.2742269984917044,16.74686152083767]","[0.14894557403353137,0.01371134992458522,0.8373430760418834]",2.0,Medium
207,647,F,M,2,87578,Y,53,290,22,72,7,3,1,15,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,647.0,2.0,87578.0,53.0,290.0,22.0,72.0,7.0,3.0,1.0,15.0,0.0]","[9.69020867332867,0.0,10.30979132667133]","[0.4845104336664335,0.0,0.5154895663335666]",2.0,Medium
208,648,F,M,2,86695,N,14,25942,32,12971,1297,8,5,8,1297,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,648.0,2.0,86695.0,14.0,25942.0,32.0,12971.0,1297.0,8.0,5.0,8.0,1297.0]","[1.964292117465663,17.49270754256427,0.5430003399700654]","[0.09821460587328316,0.8746353771282136,0.027150016998503272]",1.0,Low
209,649,F,S,2,76791,N,43,20712,23,10356,1035,5,2,9,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,649.0,2.0,76791.0,43.0,20712.0,23.0,10356.0,1035.0,5.0,2.0,9.0,0.0]","[16.551065276492167,2.3464508754662985,1.102483848041534]","[0.8275532638246084,0.11732254377331493,0.0551241924020767]",0.0,High
210,655,F,M,2,7776,N,36,25872,68,12936,1293,17,2,6,1293,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,655.0,2.0,7776.0,36.0,25872.0,68.0,12936.0,1293.0,17.0,2.0,6.0,1293.0]","[2.369125360923804,16.900515563779347,0.730359075296847]","[0.11845626804619022,0.8450257781889675,0.036517953764842355]",1.0,Low
211,656,M,M,1,2067,N,48,15251,70,7625,762,17,3,9,762,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,656.0,1.0,2067.0,48.0,15251.0,70.0,7625.0,762.0,17.0,3.0,9.0,762.0]","[2.4091305967534717,17.258026992123504,0.3328424111230226]","[0.1204565298376736,0.8629013496061754,0.016642120556151132]",1.0,Low
212,658,F,M,2,69343,N,42,6360,15,1590,159,2,5,15,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,658.0,2.0,69343.0,42.0,6360.0,15.0,1590.0,159.0,2.0,5.0,15.0,0.0]","[13.037315974492433,0.0,6.962684025507567]","[0.6518657987246217,0.0,0.34813420127537836]",0.0,High
213,664,F,M,1,68000,Y,44,6080,30,1520,152,4,5,13,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,664.0,1.0,68000.0,44.0,6080.0,30.0,1520.0,152.0,4.0,5.0,13.0,0.0]","[3.599542054009048,0.00980392156862745,16.390654024422325]","[0.1799771027004524,0.0004901960784313725,0.8195327012211162]",2.0,Medium
214,674,F,M,2,94026,Y,28,25002,10,12501,1250,2,1,5,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,674.0,2.0,94026.0,28.0,25002.0,10.0,12501.0,1250.0,2.0,1.0,5.0,0.0]","[16.71977691092729,1.6579203511924465,1.6223027378802617]","[0.8359888455463645,0.08289601755962232,0.08111513689401309]",0.0,High
215,678,F,M,2,63234,Y,52,0,0,0,0,0,0,0,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","(16,[0,1,4,5,6,7],[1.0,1.0,678.0,2.0,63234.0,52.0])","[19.98181818181818,0.0,0.01818181818181818]","[0.999090909090909,0.0,0.0009090909090909091]",0.0,High
216,680,M,M,0,3911,N,59,5720,25,1430,143,3,2,19,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,680.0,0.0,3911.0,59.0,5720.0,25.0,1430.0,143.0,3.0,2.0,19.0,0.0]","[16.791405365568586,0.0,3.2085946344314107]","[0.8395702682784295,0.0,0.16042973172157057]",0.0,High
217,689,F,S,2,86747,N,65,20152,37,10076,1007,9,4,9,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,689.0,2.0,86747.0,65.0,20152.0,37.0,10076.0,1007.0,9.0,4.0,9.0,0.0]","[16.6124822805684,2.3296656792500308,1.0578520401815656]","[0.8306241140284202,0.11648328396250156,0.05289260200907829]",0.0,High
218,695,F,M,2,63566,Y,56,7940,65,1985,198,9,1,19,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,695.0,2.0,63566.0,56.0,7940.0,65.0,1985.0,198.0,9.0,1.0,19.0,0.0]","[16.41695277890478,0.0,3.5830472210952213]","[0.8208476389452389,0.0,0.17915236105476107]",0.0,High
219,696,F,M,0,52089,N,48,10811,13,5405,540,3,2,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,696.0,0.0,52089.0,48.0,10811.0,13.0,5405.0,540.0,3.0,2.0,8.0,0.0]","[13.692870259346181,3.7016563465537997,2.6054733941000188]","[0.6846435129673091,0.18508281732769,0.13027366970500093]",0.0,High
220,698,F,S,0,89813,N,13,14941,149,7470,747,37,1,9,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,698.0,0.0,89813.0,13.0,14941.0,149.0,7470.0,747.0,37.0,1.0,9.0,0.0]","[15.222876165679857,2.46111770664086,2.3160061276792843]","[0.7611438082839929,0.123055885332043,0.11580030638396421]",0.0,High
221,703,F,M,2,60485,N,42,11701,28,5850,585,7,5,6,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,703.0,2.0,60485.0,42.0,11701.0,28.0,5850.0,585.0,7.0,5.0,6.0,0.0]","[15.51128963802323,2.35658206805041,2.13212829392636]","[0.7755644819011616,0.11782910340252051,0.106606414696318]",0.0,High
